time;receiver;ttc;risk
70101900000;veh_3;6.880014685800144;SAFE
70101900000;veh_5;5.023254540294862;SAFE
70101900000;veh_6;10.638376532174567;SAFE
70102400000;veh_0;Infinity;SAFE
70102400000;veh_3;6.880014685800144;SAFE
70102400000;veh_4;0.8828606887436793;CRITICAL
70102400000;veh_5;5.023254540294862;SAFE
70103300000;veh_3;6.880014685800144;SAFE
70500400000;veh_1;7.362153980054556E12;SAFE
70500900000;veh_3;7.280057635338865;SAFE
70500900000;veh_6;10.238476822920584;SAFE
70501400000;veh_5;4.867646055831924;SAFE
70502400000;veh_4;1.2815583025725816;CRITICAL
71000400000;veh_5;4.677936529422255;SAFE
71000900000;veh_4;1.7808078019334395;CRITICAL
71001400000;veh_3;7.780117893187476;SAFE
71001400000;veh_6;9.738603545961904;SAFE
71002400000;veh_1;7.362153980054556E12;SAFE
71100400000;veh_4;1.8807126027685541;CRITICAL
71100900000;veh_5;4.640636859599218;SAFE
71101900000;veh_0;Infinity;SAFE
71102400000;veh_3;7.880130709665674;SAFE
71102400000;veh_6;9.638629090732866;SAFE
71500400000;veh_3;8.280184217351149;SAFE
71500400000;veh_5;4.297190727223489;SAFE
71500400000;veh_6;9.238728159126536;SAFE
71500900000;veh_4;2.2804346417577497;WARNING
71501900000;veh_1;7.362153980054556E12;SAFE
72000400000;veh_6;8.738838808111703;SAFE
72001900000;veh_3;8.780255571382469;SAFE
72001900000;veh_5;3.6231125088055385;WARNING
72002400000;veh_1;7.362153980054556E12;SAFE
72002400000;veh_4;2.7802353977676453;WARNING
72100400000;veh_1;7.362153980054556E12;SAFE
72100900000;veh_1;7.362153980054556E12;SAFE
72100900000;veh_4;2.880208452116796;WARNING
72100900000;veh_5;3.492592831924085;WARNING
72100900000;veh_6;8.638860937977416;SAFE
72101400000;veh_0;Infinity;SAFE
72101400000;veh_1;7.362153980054556E12;SAFE
72101400000;veh_3;8.880270370934483;SAFE
72101400000;veh_5;3.492592831924085;WARNING
72101900000;veh_1;7.362153980054556E12;SAFE
72101900000;veh_3;8.880270370934483;SAFE
72101900000;veh_4;2.880208452116796;WARNING
72101900000;veh_6;8.638860937977416;SAFE
72102400000;veh_0;Infinity;SAFE
72102400000;veh_4;2.880208452116796;WARNING
72102400000;veh_5;3.492592831924085;WARNING
72102800000;veh_6;8.638860937977416;SAFE
72103300000;veh_3;8.880270370934483;SAFE
72500400000;veh_5;2.9836747236831465;WARNING
72500900000;veh_1;7.362153980054556E12;SAFE
72500900000;veh_4;3.28013057098564;WARNING
72501400000;veh_3;9.280331142083629;SAFE
72501400000;veh_6;8.23894945744398;SAFE
73000900000;veh_3;9.780410282739634;SAFE
